Query	RS_Number	R2	GWAS_Trait	P_value	PMID
rs66506671	rs9469899	0.906555958302049	Coronary artery disease	1e-11	36474045
rs66506671	rs9469899	0.906555958302049	Predicted visceral adipose tissue	2e-20	31501611
rs66506671	rs9469899	0.906555958302049	Medication use (thyroid preparations)	2e-09	31015401
rs66506671	rs9469899	0.906555958302049	Medication use (thyroid preparations)	3e-10	34594039
rs66506671	rs2744944	0.902555271466449	Hypothyroidism	3e-10	34594039
rs66506671	rs2744944	0.902555271466449	High density lipoprotein cholesterol levels	3e-86	34887591
rs66506671	rs2744944	0.902555271466449	Multi-trait sex score	7e-22	37277458
rs66506671	rs2263329	0.885338790769141	HDL cholesterol	6e-35	34594039
rs66506671	rs2263329	0.885338790769141	HDL cholesterol levels	8e-43	32203549
rs66506671	rs2263329	0.885338790769141	High density lipoprotein cholesterol levels	2e-52	34887591
rs66506671	rs9296128	0.871783256281563	Hip circumference adjusted for BMI	4e-13	34021172
rs66506671	rs111868030	0.861274087826917	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	4e-08	35589863
rs66506671	rs9368830	0.837264120713978	HDL cholesterol	4e-21	30275531
rs66506671	rs9368828	0.811669951769348	Body mass index	1e-34	34594039
rs66506671	rs6912327	0.804812818361656	Fasting insulin	5e-06	33402679
rs66506671	rs6912327	0.804812818361656	Triglycerides to total lipids ratio in large VLDL	8e-09	35213538
rs66506671	rs112283401	0.779482818735648	Red cell distribution width	4e-27	30595370
rs66506671	rs2744973	0.758068707726603	Phospholipids to total lipids ratio in large LDL	8e-09	35213538
rs66506671	rs2744973	0.758068707726603	Phospholipids to total lipids ratio in medium HDL	5e-11	35213538
rs66506671	rs2744973	0.758068707726603	Free cholesterol to total lipids ratio in medium HDL	6e-15	35213538
rs66506671	rs2744973	0.758068707726603	Multi-trait sex score	6e-20	37277458
rs66506671	rs6940215	0.613617191861681	Insomnia	2e-10	35835914
rs66506671	rs6940215	0.613617191861681	Insomnia	1e-13	35835914
rs66506671	rs6940215	0.613617191861681	Hip circumference adjusted for BMI	8e-10	34021172
rs66506671	rs6940215	0.613617191861681	Multi-trait sex score	2e-23	37277458
rs66506671	rs6940215	0.613617191861681	Multi-trait sex score	4e-23	37277458
rs66506671	rs6457796	0.606408583395711	Insomnia	1e-08	30804565
rs66506671	rs6457796	0.606408583395711	Plateletcrit	9e-11	32888494
rs66506671	rs6457796	0.606408583395711	Systemic lupus erythematosus	3e-22	33272962
rs66506671	rs6457796	0.606408583395711	Body mass index	5e-13	30108127
rs66506671	rs6457796	0.606408583395711	Body mass index	1e-14	26426971
rs66506671	rs6457796	0.606408583395711	Educational attainment	5e-19	35361970
rs66516768	rs12526675	0.836986322925772	Brain morphology (MOSTest)	7e-22	32665545
rs66516768	rs4421206	0.806653662656176	Brain morphology (min-P)	4e-11	32665545
rs66516768	rs10872649	0.806648412675362	Hippocampal subfield right CA4 volume (body)	3e-09	37337106
rs66516768	rs10872649	0.806648412675362	Hippocampal right GC-ML-DG volume (body)	3e-08	37337106
rs66516768	rs10872649	0.806648412675362	Right hippocampal volume (body)	1e-10	37337106
rs66516768	rs9285521	0.801255544292482	Plasma 5-methylthioadenosine (MTA) levels in chronic kidney disease	3e-17	37277652
rs66516768	rs2342764	0.785079751216163	Cortical thickness	1e-08	34560273
rs66516768	rs9688452	0.783834649345811	Brainstem global volume Whole-brainstem	1e-11	33875891
rs66516768	rs9688452	0.783834649345811	aseg lh volume VentralDC	2e-10	33875891
rs66516768	rs9322194	0.77604110919919	Brainstem volume	2e-11	31636452
rs66516768	rs7752089	0.769684623391655	Brain morphology (MOSTest)	2e-31	35164939
rs66516768	rs4380763	0.765289565721816	Subcortical volume (min-P)	1e-11	32665545
rs66516768	rs1934534	0.763259538368946	Pain (pleiotropy)	2e-08	37844115
rs66516768	rs1934534	0.763259538368946	Pain (pleiotropy)	2e-06	37844115
rs66516768	rs11155671	0.748600771314322	Testicular germ cell tumor	2e-09	28604728
rs66516768	rs56103941	0.746323071452136	Right presubiculum volume (head)	4e-08	37337106
rs66516768	rs9505982	0.726531476990084	S-adenosylhomocysteine (SAH) levels	1e-19	35347128
rs66516768	rs80147756	0.72220892390839	HippSubfield lh volume subiculum-head	3e-10	33875891
rs66516768	rs12523793	0.709722159616102	Subcortical volume (MOSTest)	4e-24	32665545
rs66516768	rs12523793	0.709722159616102	C-reactive protein levels	3e-08	35459240
rs66516768	rs12523793	0.709722159616102	C-reactive protein levels (MTAG)	2e-08	36376304
rs66516768	rs11155662	0.69601519792387	Vertex-wise cortical thickness	2e-09	34910505
rs6656535	rs8444	0.942373923231125	Cutaneous malignant melanoma	4e-14	32341527
rs6656535	rs2867296	0.938356899376626	Neurological blood protein biomarker levels	3e-12	31320639
rs6656535	rs4970988	0.810836286325049	Urate levels	1e-07	23263486
rs6656535	rs12405726	0.79098609882593	Bitter non-alcoholic beverage consumption	2e-10	31046077
rs6656535	rs72704658	0.784338281892679	Nevus count or cutaneous melanoma	2e-10	30429480
rs6656535	rs143887202	0.745373344656784	Cathepsin S levels	4e-62	34648354
rs6656535	rs10888393	0.730372744086081	Cathepsin S levels	1e-26	36168886
rs6656535	rs10305664	0.729552667176991	Tea consumption	7e-06	31046077
rs6656535	rs10888395	0.711565122411021	Monocyte chemoattractant protein-1 levels	6e-07	27989323
rs6656535	rs2230061	0.682013249693566	Fat body mass	4e-08	24064335
rs6656535	rs1336900	0.629194356723941	Cathepsin S levels	1e-19	28240269
rs6656535	rs10399947	0.620416641959969	Cutaneous squamous cell carcinoma	7e-09	32041948
rs6656535	rs11587444	0.62032559518243	Morning person	2e-08	30595370
rs66588921	rs6705511	0.765421736813133	Self-reported math ability	4e-09	30038396
rs66588921	rs6705511	0.765421736813133	Self-reported math ability (MTAG)	3e-10	30038396
rs66588921	rs34276187	0.759214027254628	Highest math class taken (MTAG)	2e-08	30038396
rs6660003	rs6680628	0.71624439796792	Liver enzyme levels (alkaline phosphatase)	1e-300	33972514
rs6660531	rs7545078	0.633000667055078	Smoking initiation	2e-09	36477530
rs6663465	rs12729558	0.946629856232447	2-hydroxy-4-(methylthio)butanoic acid levels	5e-130	35347128
rs6663465	rs10922531	0.907727213068194	Serum metabolite levels	2e-69	33031748
rs6663465	rs7532151	0.873540641403732	Imidazole lactate levels	9e-12	33177712
rs6663465	rs10801690	0.8466190337152	Urinary metabolite levels in chronic kidney disease	6e-13	31959995
rs6663465	rs7530513	0.832490474096479	Height	8e-11	35831902
rs6663465	rs7530513	0.832490474096479	Imidazole lactate levels	8e-166	36635386
rs6663465	rs12144640	0.832490474096479	Kynurenine--oxoglutarate transaminase 3 levels (CCBL2.12682.5.3)	3e-12	29875488
rs6663465	rs1409152	0.82093903832024	Plasma 2-hydroxy-4-(methylthio)butanoic acid levels in chronic kidney disease	9e-85	37277652
rs6663465	rs1409152	0.82093903832024	Kynurenine--oxoglutarate transaminase 3 levels	1e-250	34648354
rs6663465	rs10801699	0.818825450655192	X-23639 levels	2e-10	36635386
rs6663465	rs9787133	0.816349472582233	Kynurenine--oxoglutarate transaminase 3 levels (CCBL2.12682.5.3)	3e-12	29875488
rs6663465	rs12120164	0.784732721190749	Metabolite peak levels (QI2146)	1e-26	35995766
rs6663465	rs2765527	0.765782873842068	2-hydroxy-4-(methylthio)butanoic acid levels	3e-205	36635386
rs6663465	rs2810876	0.656028937379871	Imidazole lactate levels	2e-122	35347128
rs6663465	rs10801696	0.654718193699616	Imidazole lactate levels	3e-195	35050183
rs6663465	rs1206228892	0.654194307795355	Imidazole lactate levels	5e-186	35050183
rs6663949	rs10465746	0.666485425118218	Obesity-related traits	8e-06	23251661
rs6663949	rs11580836	0.637440009002819	Body mass index	2e-09	36581621
rs6666448	rs12142240	0.702139394424618	Menopause (age at onset)	7e-09	26414677
rs6666448	rs112869704	0.694415287559841	Age at menopause	4e-13	30595370
rs6666997	rs6680628	0.798126034296977	Liver enzyme levels (alkaline phosphatase)	1e-300	33972514
rs66676918	rs1063631	0.882554092010145	MHC class I polypeptide-related sequence A level in Chronic kidney disease with hypertension and no diabetes (2730_58)	2e-100	35870639
rs66676918	rs1063631	0.882554092010145	MHC class I polypeptide-related sequence A levels	3e-287	34814699
rs66676918	rs6928810	0.879457998363124	Platelet distribution width	1e-14	32888494
rs66676918	rs3869132	0.878585231250779	MHC class I polypeptide-related sequence A levels	1e-91	28240269
rs66676918	rs3869132	0.878585231250779	MHC class I polypeptide-related sequence A levels	5e-16	25147954
rs66676918	rs9266825	0.853189602739	Autism spectrum disorder	6e-06	35215271
rs66676918	rs199530775	0.730358320230927	MHC class I polypeptide-related sequence B levels (MICB.5102.55.3)	2e-14	29875488
rs66676918	rs55957433	0.730358320230927	Hip circumference adjusted for BMI	3e-08	34021172
rs66676918	rs6934175	0.662804519571424	Psoriatic arthritis	5e-28	30552173
rs66676918	rs17200242	0.653625177219074	alpha-2-macroglobulin receptor-associated protein levels	1e-12	36168886
rs66676918	rs7751505	0.649070855182524	Pubertal anthropometrics	4e-06	23449627
rs66676918	rs35026345	0.647748548132933	CAG-81 sp000435795 abundance in stool	2e-08	35115689
rs66676918	rs72848707	0.642569083727913	HDL cholesterol levels	7e-06	35884923
rs66676918	rs13437088	0.623156484525899	Psoriasis	3e-40	23143594
rs66676918	rs13437082	0.62246212500795	Cerebrospinal fluid biomarker levels	1e-10	28031287
rs66676918	rs13437082	0.62246212500795	Height	5e-08	19343178
rs66676918	rs72657657	0.614898941732872	Hip circumference adjusted for BMI	4e-13	34021172
rs6670658	rs10465746	0.944403490488107	Obesity-related traits	8e-06	23251661
rs6670658	rs11580836	0.904501633982238	Body mass index	2e-09	36581621
rs6673179	rs12729558	0.945815419579361	2-hydroxy-4-(methylthio)butanoic acid levels	5e-130	35347128
rs6673179	rs10922531	0.906975848741528	Serum metabolite levels	2e-69	33031748
rs6673179	rs7532151	0.872740435563474	Imidazole lactate levels	9e-12	33177712
rs6673179	rs10801690	0.845827942826344	Urinary metabolite levels in chronic kidney disease	6e-13	31959995
rs6673179	rs7530513	0.831806336294474	Height	8e-11	35831902
rs6673179	rs7530513	0.831806336294474	Imidazole lactate levels	8e-166	36635386
rs6673179	rs12144640	0.831806336294474	Kynurenine--oxoglutarate transaminase 3 levels (CCBL2.12682.5.3)	3e-12	29875488
rs6673179	rs1409152	0.820263353148538	Plasma 2-hydroxy-4-(methylthio)butanoic acid levels in chronic kidney disease	9e-85	37277652
rs6673179	rs1409152	0.820263353148538	Kynurenine--oxoglutarate transaminase 3 levels	1e-250	34648354
rs6673179	rs10801699	0.819671156738678	X-23639 levels	2e-10	36635386
rs6673179	rs9787133	0.815567474922997	Kynurenine--oxoglutarate transaminase 3 levels (CCBL2.12682.5.3)	3e-12	29875488
rs6673179	rs12120164	0.784086295989202	Metabolite peak levels (QI2146)	1e-26	35995766
rs6673179	rs2765527	0.764993383358067	2-hydroxy-4-(methylthio)butanoic acid levels	3e-205	36635386
rs6673179	rs2810876	0.655255278422818	Imidazole lactate levels	2e-122	35347128
rs6673179	rs10801696	0.653944031555424	Imidazole lactate levels	3e-195	35050183
rs6673179	rs1206228892	0.653420217974946	Imidazole lactate levels	5e-186	35050183
rs6674949	rs7524908	0.682476253680368	Height	5e-27	30595370
rs6674949	rs3828081	0.675363674736874	Cognitive function (immediate memory)	8e-08	35386118
rs6675223	rs6680628	0.793657613865689	Liver enzyme levels (alkaline phosphatase)	1e-300	33972514
rs66793022	rs11705721	1	Type 1 diabetes autoantibodies in high risk HLA genotype individuals (time to event)	9e-06	29310926
rs66793022	rs11130638	0.997542556420607	Hemoglobin concentration	2e-23	32888493
rs66793022	rs34579268	0.99022309179521	Hematocrit	5e-30	32888493
rs66793022	rs34579268	0.99022309179521	Hematocrit	2e-27	32888493
rs66793022	rs34579268	0.99022309179521	Hemoglobin concentration	5e-26	32888493
rs66793022	rs7610312	0.976750802846984	Red blood cell count	5e-09	27863252
rs66793022	rs6775517	0.975514924318744	Hematocrit	1e-17	34594039
rs66793022	rs57700771	0.970656122022856	Red blood cell count	9e-21	30595370
rs66793022	rs55704295	0.903577977410358	Red blood cell count	8e-26	32888493
rs66793022	rs55704295	0.903577977410358	Red blood cell count	5e-23	32888493
rs66793022	rs55704295	0.903577977410358	Serum total protein level	2e-29	34594039
rs66793022	rs4681679	0.874103222104975	Systemic lupus erythematosus (MTAG)	3e-11	36750564
rs66793022	rs11719450	0.848243947782203	Hemoglobin concentration	2e-09	27863252
rs66793022	rs11719450	0.848243947782203	Hemoglobin levels	2e-16	32327693
rs66793022	rs56384862	0.837083814139513	Body mass index	8e-12	29273807
rs66793022	rs56384862	0.837083814139513	Body mass index	3e-06	30108127
rs66793022	rs56384862	0.837083814139513	Hemoglobin levels	1e-16	32327693
rs66793022	rs56384862	0.837083814139513	Body mass index	3e-14	36581621
rs66793022	rs11922478	0.834383311646294	Semaphorin-6B levels	4e-12	34648354
rs66793022	rs55692656	0.816822191269083	vWF levels	3e-08	30586737
rs66793022	rs55692656	0.816822191269083	vWF levels	6e-09	30586737
rs66793022	rs6445969	0.68760896060997	Serum 25-Hydroxyvitamin D levels	1e-08	32242144
rs66793022	rs11708895	0.683724898901785	Red blood cell count	1e-20	32888494
rs66793022	rs55954186	0.679425613284655	vWF levels	5e-09	30586737
rs66793022	rs55954186	0.679425613284655	vWF levels	9e-09	30586737
rs66793022	rs7431952	0.61745664198744	Hemoglobin levels	1e-12	32327693
rs6680125	rs6680628	0.67599583311681	Liver enzyme levels (alkaline phosphatase)	1e-300	33972514
rs6681742	rs8444	0.942373923231125	Cutaneous malignant melanoma	4e-14	32341527
rs6681742	rs2867296	0.938356899376626	Neurological blood protein biomarker levels	3e-12	31320639
rs6681742	rs4970988	0.810836286325049	Urate levels	1e-07	23263486
rs6681742	rs12405726	0.79098609882593	Bitter non-alcoholic beverage consumption	2e-10	31046077
rs6681742	rs72704658	0.784338281892679	Nevus count or cutaneous melanoma	2e-10	30429480
rs6681742	rs143887202	0.745373344656784	Cathepsin S levels	4e-62	34648354
rs6681742	rs10888393	0.730372744086081	Cathepsin S levels	1e-26	36168886
rs6681742	rs10305664	0.729552667176991	Tea consumption	7e-06	31046077
rs6681742	rs10888395	0.711565122411021	Monocyte chemoattractant protein-1 levels	6e-07	27989323
rs6681742	rs2230061	0.682013249693566	Fat body mass	4e-08	24064335
rs6681742	rs1336900	0.629194356723941	Cathepsin S levels	1e-19	28240269
rs6681742	rs10399947	0.620416641959969	Cutaneous squamous cell carcinoma	7e-09	32041948
rs6681742	rs11587444	0.62032559518243	Morning person	2e-08	30595370
rs6682686	rs10801696	0.999199857041977	Imidazole lactate levels	3e-195	35050183
rs6682686	rs1206228892	0.998400327220321	Imidazole lactate levels	5e-186	35050183
rs6682686	rs2810876	0.99520593990034	Imidazole lactate levels	2e-122	35347128
rs6682686	rs2765527	0.85417060959166	2-hydroxy-4-(methylthio)butanoic acid levels	3e-205	36635386
rs6682686	rs7532151	0.716304095131995	Imidazole lactate levels	9e-12	33177712
rs6682686	rs12729558	0.689498730821059	2-hydroxy-4-(methylthio)butanoic acid levels	5e-130	35347128
rs6682686	rs10127863	0.670479365323203	Intraocular pressure	9e-10	29617998
rs6682686	rs9787133	0.657899431914794	Kynurenine--oxoglutarate transaminase 3 levels (CCBL2.12682.5.3)	3e-12	29875488
rs6682686	rs10801690	0.641192899339957	Urinary metabolite levels in chronic kidney disease	6e-13	31959995
rs6682686	rs12143830	0.6031936338493	Central corneal thickness (MTAG)	4e-10	35446358
rs6682868	rs7524908	0.683247221360777	Height	5e-27	30595370
rs6682868	rs3828081	0.675976133813091	Cognitive function (immediate memory)	8e-08	35386118
rs6685187	rs6685187	1	X-12442--5,8-tetradecadienoate levels	3e-26	24816252
rs6685187	rs6698740	0.994334227445493	Beta-hydroxyisovalerate levels	1e-13	35347128
rs6685187	rs1060870	0.992718344958297	Serum metabolite levels	1e-11	33031748
rs6685187	rs1060870	0.992718344958297	Serum metabolite levels	1e-15	33031748
rs6685187	rs2338201	0.982289677881086	Dodecadienoate (12:2) (X-21343) levels	3e-12	35050183
rs6685187	rs2338201	0.982289677881086	Tetradecadienoate (14:2) (X-12442) levels	5e-14	35050183
rs6685187	rs2338201	0.982289677881086	Dodecadienoate (12:2) levels	7e-15	36635386
rs6685187	rs11204914	0.968649369332175	Carnitine C9 levels	1e-13	35995766
rs6685187	rs11204914	0.968649369332175	Metabolite peak levels (QI6204)	1e-32	35995766
rs6685187	rs11204914	0.968649369332175	Metabolite peak levels (QI6252)	2e-32	35995766
rs6685187	rs10788817	0.955906829676114	Serum metabolite levels	3e-13	24625756
rs6685187	rs10788817	0.955906829676114	Metabolite peak levels (QI2718)	5e-18	35995766
rs6685187	rs10788817	0.955906829676114	3-hydroxylaurate levels	2e-12	36635386
rs6685187	rs10788817	0.955906829676114	Tetradecadienoate (14:2) levels	8e-17	36635386
rs6685187	rs7542137	0.834030341322238	Beta-hydroxyisovalerate levels	3e-11	35050183
rs6685187	rs7542137	0.834030341322238	Plasma cis-4-decenoate (10:1n6)* levels in chronic kidney disease	2e-61	37277652
rs6685187	rs7542137	0.834030341322238	3-hydroxysebacate levels	2e-10	36635386
rs6685187	rs7523082	0.833839804194436	Metabolite peak levels (QI9845)	2e-14	35995766
rs6685187	rs10888445	0.817894740998637	Beta-hydroxyisovalerate levels	5e-13	36635386
rs6685187	rs2130525	0.816833639055597	Glycine conjugate of C10H14O2 (1) levels	4e-14	36635386
rs6685187	rs7541453	0.812106804709942	Serum metabolite levels	2e-16	33031748
rs6685187	rs7541453	0.812106804709942	Serum metabolite levels	2e-16	33031748
rs6685187	rs7541453	0.812106804709942	Urine X-24363 levels in chronic kidney disease	7e-27	37277652
rs6685187	rs2999545	0.799925355198851	Pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) levels	1e-10	36635386
rs6685187	rs2279501	0.782457412061492	Serum metabolite levels	3e-14	33031748
rs6685187	rs3007711	0.76102138875327	Electrodermal activity	9e-06	25387706
rs6685187	rs2999541	0.760111553400485	Cis-3,4-methyleneheptanoylcarnitine levels	8e-11	36635386
rs6685187	rs1038747	0.661879967270732	Plasma X-21607 levels in chronic kidney disease	2e-13	37277652
rs6685344	rs10465746	0.954859935816171	Obesity-related traits	8e-06	23251661
rs6685344	rs11580836	0.916299094924863	Body mass index	2e-09	36581621
rs6687372	rs11580836	0.944733196565228	Body mass index	2e-09	36581621
rs6687372	rs10465746	0.925146961544304	Obesity-related traits	8e-06	23251661
rs6689242	rs7545078	0.675444466574543	Smoking initiation	2e-09	36477530
rs6689242	rs6700087	0.614158440549037	Smoking initiation	6e-11	36477530
rs6692233	rs11580836	0.845260527692738	Body mass index	2e-09	36581621
rs6692233	rs10465746	0.818443632788659	Obesity-related traits	8e-06	23251661
rs6692233	rs1536166	0.614476698129096	Body mass index	2e-08	30595370
rs6695687	rs7545078	0.629026829703607	Smoking initiation	2e-09	36477530
rs6698740	rs6698740	1	Beta-hydroxyisovalerate levels	1e-13	35347128
rs6698740	rs1060870	0.99837959677725	Serum metabolite levels	1e-11	33031748
rs6698740	rs1060870	0.99837959677725	Serum metabolite levels	1e-15	33031748
rs6698740	rs6685187	0.994334227445493	X-12442--5,8-tetradecadienoate levels	3e-26	24816252
rs6698740	rs2338201	0.978276106019325	Dodecadienoate (12:2) (X-21343) levels	3e-12	35050183
rs6698740	rs2338201	0.978276106019325	Tetradecadienoate (14:2) (X-12442) levels	5e-14	35050183
rs6698740	rs2338201	0.978276106019325	Dodecadienoate (12:2) levels	7e-15	36635386
rs6698740	rs11204914	0.969454413510555	Carnitine C9 levels	1e-13	35995766
rs6698740	rs11204914	0.969454413510555	Metabolite peak levels (QI6204)	1e-32	35995766
rs6698740	rs11204914	0.969454413510555	Metabolite peak levels (QI6252)	2e-32	35995766
rs6698740	rs10788817	0.956703560944964	Serum metabolite levels	3e-13	24625756
rs6698740	rs10788817	0.956703560944964	Metabolite peak levels (QI2718)	5e-18	35995766
rs6698740	rs10788817	0.956703560944964	3-hydroxylaurate levels	2e-12	36635386
rs6698740	rs10788817	0.956703560944964	Tetradecadienoate (14:2) levels	8e-17	36635386
rs6698740	rs7542137	0.839352566311773	Beta-hydroxyisovalerate levels	3e-11	35050183
rs6698740	rs7542137	0.839352566311773	Plasma cis-4-decenoate (10:1n6)* levels in chronic kidney disease	2e-61	37277652
rs6698740	rs7542137	0.839352566311773	3-hydroxysebacate levels	2e-10	36635386
rs6698740	rs7523082	0.831579559692658	Metabolite peak levels (QI9845)	2e-14	35995766
rs6698740	rs2130525	0.814676365339384	Glycine conjugate of C10H14O2 (1) levels	4e-14	36635386
rs6698740	rs10888445	0.812752660257769	Beta-hydroxyisovalerate levels	5e-13	36635386
rs6698740	rs7541453	0.806975754916076	Serum metabolite levels	2e-16	33031748
rs6698740	rs7541453	0.806975754916076	Serum metabolite levels	2e-16	33031748
rs6698740	rs7541453	0.806975754916076	Urine X-24363 levels in chronic kidney disease	7e-27	37277652
rs6698740	rs2999545	0.797727648929538	Pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) levels	1e-10	36635386
rs6698740	rs2279501	0.781782711963395	Serum metabolite levels	3e-14	33031748
rs6698740	rs3007711	0.758951575290857	Electrodermal activity	9e-06	25387706
rs6698740	rs2999541	0.75804274474034	Cis-3,4-methyleneheptanoylcarnitine levels	8e-11	36635386
rs6698740	rs1038747	0.661235473039532	Plasma X-21607 levels in chronic kidney disease	2e-13	37277652
rs6703382	rs11580836	0.944718411083462	Body mass index	2e-09	36581621
rs6703382	rs10465746	0.926824374678406	Obesity-related traits	8e-06	23251661
rs6709534	rs2290911	0.970069381377158	Height	5e-07	29782485
rs6709534	rs2290911	0.970069381377158	Large artery stroke	6e-06	28265093
rs6709534	rs2290911	0.970069381377158	Height	8e-112	36224396
rs6709534	rs17713396	0.944145301864024	Blood urea nitrogen levels	3e-21	34272381
rs6709534	rs17713396	0.944145301864024	Estimated glomerular filtration rate (creatinine)	2e-15	34272381
rs6709534	rs17713396	0.944145301864024	Estimated glomerular filtration rate (cystatin c)	5e-17	34272381
rs6709534	rs6710091	0.942139487329495	Waist circumference adjusted for body mass index	8e-11	31669095
rs6709534	rs6710091	0.942139487329495	HDL cholesterol	5e-08	30275531
rs6709534	rs6710091	0.942139487329495	High density lipoprotein cholesterol levels	3e-24	34887591
rs6709534	rs7595075	0.926169756145242	Waist circumference adjusted for body mass index	2e-09	34021172
rs6709534	rs7595075	0.926169756145242	HDL cholesterol	3e-11	34594039
rs6709534	rs7595075	0.926169756145242	HDL cholesterol levels	6e-13	32203549
rs6709534	rs2126129	0.925679914127328	Low molecular weight phosphotyrosine protein phosphatase levels	3e-287	34814699
rs6709534	rs17713729	0.925266831655516	Body mass index	2e-09	31669095
rs6709534	rs17713729	0.925266831655516	Serum creatinine levels	4e-14	34594039
rs6709534	rs17713729	0.925266831655516	High density lipoprotein cholesterol levels	7e-17	34887591
rs6709534	rs79716074	0.922139239466947	Plateletcrit	1e-09	32888494
rs6709534	rs79716074	0.922139239466947	Low molecular weight phosphotyrosine protein phosphatase level in Chronic kidney disease with hypertension and no diabetes (3858_5)	6e-148	35870639
rs6709534	rs79716074	0.922139239466947	Low molecular weight phosphotyrosine protein phosphatase levels (ACP1.3858.5.1)	0	29875488
rs6709534	rs79716074	0.922139239466947	Low molecular weight phosphotyrosine protein phosphatase levels	4e-303	36168886
rs6709534	rs58461606	0.915721640336996	Blood protein levels	0	30072576
rs6709534	rs7605824	0.908648028838563	Estimated glomerular filtration rate (creatinine)	5e-20	35710981
rs6709534	rs7566279	0.907703206339229	Low molecular weight phosphotyrosine protein phosphatase levels	0	34648354
rs6709534	rs3791221	0.905242065211951	Blood urea nitrogen levels	2e-07	31152163
rs6709534	rs3791221	0.905242065211951	Estimated glomerular filtration rate	2e-10	31152163
rs6709534	rs3791221	0.905242065211951	Estimated glomerular filtration rate	1e-11	31152163
rs6709534	rs3791221	0.905242065211951	Blood urea nitrogen levels	7e-26	34594039
rs6709534	rs11553746	0.894466301018157	Low molecular weight phosphotyrosine protein phosphatase levels	1e-257	28240269
rs6709534	rs11553746	0.894466301018157	High density lipoprotein cholesterol levels	2e-07	29083408
rs6709534	rs11553746	0.894466301018157	High density lipoprotein cholesterol levels	7e-15	29083408
rs6709534	rs11553746	0.894466301018157	Large artery stroke	4e-06	28265093
rs6709534	rs114976176	0.865722816567458	Smoking initiation (ever regular vs never regular)	6e-09	30643251
rs6709534	rs62114548	0.851935694815727	Retinal vascular fractal density	2e-09	34743558
rs6709534	rs59937473	0.839171309224406	Protein quantitative trait loci	3e-67	32492067
rs6709534	rs59937473	0.839171309224406	Smoking initiation (ever regular vs never regular) (MTAG)	2e-07	30643251
rs6709534	rs17714252	0.831430772442407	Cerebrospinal fluid biomarker levels	5e-09	28031287
rs6709534	rs17714252	0.831430772442407	Retinal vascular fractal dimension	2e-07	34743558
rs6709534	rs7601944	0.829968711898577	Smoking initiation	4e-15	36477530
rs6709534	rs55753056	0.821252602431428	Height	2e-22	30595370
rs6709534	rs79154857	0.808283120820675	Pulse pressure	5e-08	34594039
rs6709534	rs62114506	0.785565962751939	Gamma glutamyl transpeptidase	3e-14	34594039
rs6709534	rs62114506	0.785565962751939	Apolipoprotein A1 levels	3e-10	32203549
rs6709534	rs62114506	0.785565962751939	Liver enzyme levels (gamma-glutamyl transferase)	4e-13	35810165
rs6709534	rs62114506	0.785565962751939	HDL cholesterol levels	8e-10	36333282
rs6709534	rs62114538	0.781174979131468	Triglyceride levels	6e-12	34887591
rs6709534	rs17713879	0.776911202938935	Low molecular weight phosphotyrosine protein phosphatase levels	2e-215	28240269
rs6709534	rs17713879	0.776911202938935	Smoking initiation	1e-10	36477530
rs6709534	rs17713879	0.776911202938935	Blood pressure (pleiotropy model 2 SBP adjusted for estimated causal effects x DBP)	1e-09	34989438
rs6709534	rs17713879	0.776911202938935	Blood pressure (pleiotropy model 1 DBP adjusted for estimated causal effects x SBP)	1e-10	34989438
rs6709534	rs17713879	0.776911202938935	Triglyceride levels	3e-10	34887591
rs6709534	rs17713879	0.776911202938935	Aging (eyeAgeAcceleration)	6e-50	36975205
rs6709534	rs60843830	0.770536480313786	Spherical equivalent (joint analysis main effects and education interaction)	4e-08	27020472
rs6709534	rs60843830	0.770536480313786	Spherical equivalent (joint analysis main effects and education interaction)	1e-09	27020472
rs6709534	rs60843830	0.770536480313786	Adventurousness	7e-10	30643258
rs6710091	rs6710091	1	Waist circumference adjusted for body mass index	8e-11	31669095
rs6710091	rs6710091	1	HDL cholesterol	5e-08	30275531
rs6710091	rs6710091	1	High density lipoprotein cholesterol levels	3e-24	34887591
rs6710091	rs17713396	0.995896703776475	Blood urea nitrogen levels	3e-21	34272381
rs6710091	rs17713396	0.995896703776475	Estimated glomerular filtration rate (creatinine)	2e-15	34272381
rs6710091	rs17713396	0.995896703776475	Estimated glomerular filtration rate (cystatin c)	5e-17	34272381
rs6710091	rs7595075	0.977536264243732	Waist circumference adjusted for body mass index	2e-09	34021172
rs6710091	rs7595075	0.977536264243732	HDL cholesterol	3e-11	34594039
rs6710091	rs7595075	0.977536264243732	HDL cholesterol levels	6e-13	32203549
rs6710091	rs17713729	0.976540483628502	Body mass index	2e-09	31669095
rs6710091	rs17713729	0.976540483628502	Serum creatinine levels	4e-14	34594039
rs6710091	rs17713729	0.976540483628502	High density lipoprotein cholesterol levels	7e-17	34887591
rs6710091	rs79716074	0.973467644777114	Plateletcrit	1e-09	32888494
rs6710091	rs79716074	0.973467644777114	Low molecular weight phosphotyrosine protein phosphatase level in Chronic kidney disease with hypertension and no diabetes (3858_5)	6e-148	35870639
rs6710091	rs79716074	0.973467644777114	Low molecular weight phosphotyrosine protein phosphatase levels (ACP1.3858.5.1)	0	29875488
